biome_id,x,z,surface_y,is_block_coord
minecraft:plains,-1852,-1900,64,true
minecraft:plains,-1848,-1900,64,true
minecraft:taiga,-716,-1900,60,true
minecraft:taiga,-720,-1896,60,true
minecraft:plains,440,-1892,68,true
minecraft:forest,-900,-1872,60,true
minecraft:forest,-900,-1868,60,true
minecraft:forest,-896,-1868,60,true
minecraft:snowy_plains,-1940,-1856,60,true
minecraft:taiga,680,-1844,68,true
minecraft:plains,-1836,-1840,64,true
minecraft:plains,-64,-1840,64,true
minecraft:plains,-16,-1828,60,true
minecraft:plains,-16,-1824,64,true
minecraft:plains,-20,-1824,60,true
minecraft:plains,-12,-1824,60,true
minecraft:plains,-16,-1820,60,true
minecraft:plains,-8,-1824,60,true
minecraft:plains,-12,-1820,60,true
minecraft:plains,-4,-1824,60,true
minecraft:plains,-8,-1820,60,true
minecraft:plains,-12,-1816,60,true
minecraft:plains,-4,-1820,60,true
minecraft:plains,-8,-1816,60,true
minecraft:plains,-1004,-1808,64,true
minecraft:snowy_plains,1852,-1804,60,true
minecraft:snowy_plains,1852,-1800,60,true
minecraft:snowy_plains,1856,-1792,60,true
minecraft:windswept_forest,-176,-1788,96,true
minecraft:forest,-172,-1780,80,true
minecraft:taiga,-760,-1772,64,true
minecraft:taiga,-760,-1768,64,true
minecraft:old_growth_spruce_taiga,-324,-1740,60,true
minecraft:old_growth_spruce_taiga,-320,-1736,72,true
minecraft:old_growth_spruce_taiga,-528,-1732,64,true
minecraft:old_growth_spruce_taiga,-300,-1712,72,true
minecraft:taiga,-88,-1704,60,true
minecraft:taiga,724,-1696,60,true
minecraft:taiga,728,-1696,60,true
minecraft:taiga,732,-1696,60,true
minecraft:taiga,728,-1692,60,true
minecraft:taiga,736,-1696,60,true
minecraft:taiga,732,-1692,60,true
minecraft:taiga,720,-1688,60,true
minecraft:taiga,712,-1684,60,true
minecraft:taiga,716,-1684,60,true
minecraft:taiga,708,-1676,60,true
minecraft:taiga,708,-1668,60,true
minecraft:taiga,708,-1664,60,true
minecraft:taiga,712,-1664,60,true
minecraft:taiga,708,-1660,60,true
minecraft:taiga,708,-1656,60,true
minecraft:taiga,544,-1660,60,true
minecraft:taiga,544,-1656,60,true
minecraft:taiga,704,-1652,60,true
minecraft:taiga,704,-1648,60,true
minecraft:taiga,700,-1636,60,true
minecraft:taiga,-160,-1608,108,true
minecraft:taiga,-156,-1608,108,true
minecraft:taiga,-160,-1604,100,true
minecraft:taiga,-156,-1604,108,true
minecraft:taiga,-164,-1604,100,true
minecraft:taiga,-160,-1600,88,true
minecraft:taiga,-156,-1600,108,true
minecraft:taiga,-164,-1600,100,true
minecraft:taiga,-160,-1596,108,true
minecraft:taiga,-152,-1600,108,true
minecraft:taiga,-156,-1596,108,true
minecraft:taiga,-152,-1596,108,true
minecraft:taiga,-156,-1592,108,true
minecraft:taiga,-156,-1588,108,true
minecraft:taiga,-160,-1588,108,true
minecraft:taiga,-156,-1584,108,true
minecraft:taiga,-156,-1580,108,true
minecraft:taiga,-156,-1576,108,true
minecraft:forest,-752,-1592,64,true
minecraft:plains,-1400,-1584,64,true
minecraft:plains,-1396,-1584,60,true
minecraft:plains,-1400,-1580,60,true
minecraft:plains,-1400,-1576,60,true
minecraft:snowy_taiga,1708,-1580,60,true
minecraft:snowy_taiga,1712,-1580,60,true
minecraft:snowy_taiga,1708,-1576,60,true
minecraft:snowy_taiga,1716,-1580,60,true
minecraft:snowy_taiga,1712,-1576,60,true
minecraft:snowy_taiga,1708,-1572,60,true
minecraft:snowy_taiga,1720,-1580,60,true
minecraft:snowy_taiga,1716,-1576,60,true
minecraft:snowy_taiga,1712,-1572,64,true
minecraft:snowy_taiga,1704,-1572,60,true
minecraft:snowy_taiga,1708,-1568,64,true
minecraft:snowy_taiga,1720,-1576,60,true
minecraft:snowy_taiga,1716,-1572,64,true
minecraft:snowy_taiga,1712,-1568,64,true
minecraft:snowy_taiga,1704,-1568,60,true
minecraft:snowy_taiga,1708,-1564,64,true
minecraft:snowy_taiga,1724,-1576,60,true
minecraft:snowy_taiga,1720,-1572,64,true
minecraft:snowy_taiga,1716,-1568,64,true
minecraft:snowy_taiga,1712,-1564,64,true
minecraft:snowy_taiga,1700,-1568,60,true
minecraft:snowy_taiga,1704,-1564,60,true
minecraft:snowy_taiga,1708,-1560,64,true
minecraft:snowy_taiga,1728,-1576,60,true
minecraft:snowy_taiga,1724,-1572,60,true
minecraft:snowy_taiga,1720,-1568,64,true
minecraft:snowy_taiga,1716,-1564,64,true
minecraft:snowy_taiga,1712,-1560,64,true
minecraft:snowy_taiga,1700,-1564,60,true
minecraft:snowy_taiga,1704,-1560,64,true
minecraft:snowy_taiga,1732,-1576,60,true
minecraft:snowy_taiga,1728,-1572,60,true
minecraft:snowy_taiga,1724,-1568,64,true
minecraft:snowy_taiga,1720,-1564,64,true
minecraft:snowy_taiga,1696,-1564,60,true
minecraft:snowy_taiga,1700,-1560,60,true
minecraft:snowy_taiga,1704,-1556,64,true
minecraft:snowy_taiga,1736,-1576,60,true
minecraft:snowy_taiga,1732,-1572,60,true
minecraft:snowy_taiga,1728,-1568,64,true
minecraft:snowy_taiga,1724,-1564,64,true
minecraft:snowy_taiga,1692,-1564,60,true
minecraft:snowy_taiga,1696,-1560,60,true
minecraft:snowy_taiga,1700,-1556,64,true
minecraft:snowy_taiga,1736,-1572,60,true
minecraft:snowy_taiga,1732,-1568,60,true
minecraft:snowy_taiga,1728,-1564,64,true
minecraft:snowy_taiga,1724,-1560,64,true
minecraft:snowy_taiga,1692,-1560,60,true
minecraft:snowy_taiga,1696,-1556,60,true
minecraft:snowy_taiga,1740,-1572,60,true
minecraft:snowy_taiga,1736,-1568,60,true
minecraft:snowy_taiga,1732,-1564,64,true
minecraft:snowy_taiga,1728,-1560,68,true
minecraft:snowy_taiga,1688,-1560,60,true
minecraft:snowy_taiga,1692,-1556,60,true
minecraft:snowy_taiga,1740,-1568,60,true
minecraft:snowy_taiga,1736,-1564,64,true
minecraft:snowy_taiga,1732,-1560,64,true
minecraft:snowy_taiga,1728,-1556,68,true
minecraft:snowy_taiga,1684,-1560,60,true
minecraft:snowy_taiga,1688,-1556,60,true
minecraft:snowy_taiga,1692,-1552,60,true
minecraft:snowy_taiga,1744,-1568,60,true
minecraft:snowy_taiga,1740,-1564,60,true
minecraft:snowy_taiga,1736,-1560,64,true
minecraft:snowy_taiga,1732,-1556,68,true
minecraft:snowy_taiga,1680,-1560,60,true
minecraft:snowy_taiga,1684,-1556,60,true
minecraft:snowy_taiga,1688,-1552,60,true
minecraft:snowy_taiga,1748,-1568,60,true
minecraft:snowy_taiga,1744,-1564,60,true
minecraft:snowy_taiga,1676,-1560,60,true
minecraft:snowy_taiga,1680,-1556,60,true
minecraft:snowy_taiga,1684,-1552,60,true
minecraft:snowy_taiga,1752,-1568,60,true
minecraft:snowy_taiga,1748,-1564,60,true
minecraft:snowy_taiga,1672,-1560,60,true
minecraft:snowy_taiga,1676,-1556,60,true
minecraft:snowy_taiga,1680,-1552,60,true
minecraft:snowy_taiga,1684,-1548,60,true
minecraft:snowy_taiga,1756,-1568,60,true
minecraft:snowy_taiga,1672,-1556,60,true
minecraft:snowy_taiga,1676,-1552,60,true
minecraft:snowy_taiga,1680,-1548,60,true
minecraft:snowy_taiga,1756,-1564,60,true
minecraft:snowy_taiga,1668,-1556,60,true
minecraft:snowy_taiga,1672,-1552,60,true
minecraft:snowy_taiga,1676,-1548,60,true
minecraft:snowy_taiga,1680,-1544,60,true
minecraft:snowy_taiga,1760,-1564,60,true
minecraft:snowy_taiga,1664,-1556,60,true
minecraft:snowy_taiga,1668,-1552,60,true
minecraft:snowy_taiga,1672,-1548,60,true
minecraft:snowy_taiga,1676,-1544,60,true
minecraft:snowy_taiga,1760,-1560,60,true
minecraft:snowy_taiga,1664,-1552,60,true
minecraft:snowy_taiga,1668,-1548,60,true
minecraft:snowy_taiga,1672,-1544,60,true
minecraft:snowy_taiga,1676,-1540,60,true
minecraft:snowy_taiga,1668,-1544,60,true
minecraft:snowy_taiga,1672,-1540,60,true
minecraft:snowy_taiga,1668,-1540,60,true
minecraft:windswept_forest,-312,-1576,72,true
minecraft:windswept_forest,-308,-1576,68,true
minecraft:windswept_forest,-312,-1572,68,true
minecraft:windswept_forest,-308,-1572,68,true
minecraft:plains,-1412,-1572,60,true
minecraft:taiga,8,-1572,84,true
minecraft:taiga,12,-1568,84,true
minecraft:plains,-1856,-1520,60,true
minecraft:windswept_forest,-116,-1512,80,true
minecraft:windswept_forest,-116,-1508,88,true
minecraft:windswept_forest,-120,-1508,92,true
minecraft:windswept_forest,-112,-1508,80,true
minecraft:windswept_forest,-116,-1504,88,true
minecraft:windswept_forest,-120,-1504,92,true
minecraft:windswept_forest,-108,-1508,80,true
minecraft:windswept_forest,-112,-1504,88,true
minecraft:windswept_forest,-116,-1500,92,true
minecraft:windswept_forest,-124,-1504,88,true
minecraft:windswept_forest,-120,-1500,88,true
minecraft:windswept_forest,-104,-1508,80,true
minecraft:windswept_forest,-108,-1504,88,true
minecraft:windswept_forest,-112,-1500,92,true
minecraft:windswept_forest,-116,-1496,92,true
minecraft:windswept_forest,-124,-1500,88,true
minecraft:windswept_forest,-120,-1496,92,true
minecraft:windswept_forest,-100,-1508,76,true
minecraft:windswept_forest,-104,-1512,76,true
minecraft:windswept_forest,-104,-1504,80,true
minecraft:windswept_forest,-108,-1500,92,true
minecraft:windswept_forest,-112,-1496,96,true
minecraft:windswept_forest,-116,-1492,96,true
minecraft:windswept_forest,-128,-1500,88,true
minecraft:windswept_forest,-124,-1496,88,true
minecraft:windswept_forest,-120,-1492,92,true
minecraft:windswept_forest,-96,-1508,76,true
minecraft:windswept_forest,-100,-1504,80,true
minecraft:windswept_forest,-104,-1500,92,true
minecraft:windswept_forest,-108,-1496,96,true
minecraft:windswept_forest,-112,-1492,96,true
minecraft:windswept_forest,-116,-1488,96,true
minecraft:windswept_forest,-128,-1496,88,true
minecraft:windswept_forest,-124,-1492,84,true
minecraft:windswept_forest,-120,-1488,88,true
minecraft:windswept_forest,-92,-1508,88,true
minecraft:windswept_forest,-96,-1504,76,true
minecraft:windswept_forest,-100,-1500,84,true
minecraft:windswept_forest,-104,-1496,96,true
minecraft:windswept_forest,-108,-1492,96,true
minecraft:windswept_forest,-112,-1488,96,true
minecraft:windswept_forest,-116,-1484,96,true
minecraft:windswept_forest,-128,-1492,84,true
minecraft:windswept_forest,-124,-1488,84,true
minecraft:windswept_forest,-120,-1484,96,true
minecraft:windswept_forest,-92,-1504,88,true
minecraft:windswept_forest,-96,-1500,80,true
minecraft:windswept_forest,-100,-1496,88,true
minecraft:windswept_forest,-104,-1492,100,true
minecraft:windswept_forest,-108,-1488,96,true
minecraft:windswept_forest,-112,-1484,100,true
minecraft:windswept_forest,-116,-1480,100,true
minecraft:windswept_forest,-128,-1488,84,true
minecraft:windswept_forest,-124,-1484,84,true
minecraft:windswept_forest,-120,-1480,100,true
minecraft:windswept_forest,-88,-1504,88,true
minecraft:windswept_forest,-92,-1500,76,true
minecraft:windswept_forest,-96,-1496,80,true
minecraft:windswept_forest,-100,-1492,96,true
minecraft:windswept_forest,-104,-1488,100,true
minecraft:windswept_forest,-108,-1484,100,true
minecraft:windswept_forest,-112,-1480,100,true
minecraft:windswept_forest,-116,-1476,104,true
minecraft:windswept_forest,-128,-1484,84,true
minecraft:windswept_forest,-124,-1480,84,true
minecraft:windswept_forest,-120,-1476,100,true
minecraft:windswept_forest,-88,-1500,80,true
minecraft:windswept_forest,-92,-1496,80,true
minecraft:windswept_forest,-96,-1492,84,true
minecraft:windswept_forest,-100,-1488,100,true
minecraft:windswept_forest,-104,-1484,100,true
minecraft:windswept_forest,-108,-1480,104,true
minecraft:windswept_forest,-112,-1476,104,true
minecraft:windswept_forest,-132,-1484,88,true
minecraft:windswept_forest,-128,-1480,84,true
minecraft:windswept_forest,-124,-1476,96,true
minecraft:windswept_forest,-84,-1500,80,true
minecraft:windswept_forest,-88,-1496,76,true
minecraft:windswept_forest,-92,-1492,80,true
minecraft:windswept_forest,-96,-1488,100,true
minecraft:windswept_forest,-100,-1484,104,true
minecraft:windswept_forest,-104,-1480,104,true
minecraft:windswept_forest,-108,-1476,104,true
minecraft:windswept_forest,-132,-1480,88,true
minecraft:windswept_forest,-128,-1476,88,true
minecraft:windswept_forest,-84,-1496,76,true
minecraft:windswept_forest,-88,-1492,80,true
minecraft:windswept_forest,-92,-1488,80,true
minecraft:windswept_forest,-96,-1484,100,true
minecraft:windswept_forest,-100,-1480,104,true
minecraft:windswept_forest,-104,-1476,104,true
minecraft:windswept_forest,-84,-1492,76,true
minecraft:windswept_forest,-88,-1488,80,true
minecraft:windswept_forest,-92,-1484,96,true
minecraft:windswept_forest,-96,-1480,104,true
minecraft:windswept_forest,-100,-1476,104,true
minecraft:windswept_forest,-80,-1492,76,true
minecraft:windswept_forest,-84,-1488,76,true
minecraft:windswept_forest,-88,-1484,80,true
minecraft:windswept_forest,-92,-1480,100,true
minecraft:windswept_forest,-96,-1476,104,true
minecraft:windswept_forest,-80,-1488,76,true
minecraft:windswept_forest,-84,-1484,80,true
minecraft:windswept_forest,-88,-1480,96,true
minecraft:windswept_forest,-92,-1476,100,true
minecraft:windswept_forest,-96,-1472,108,true
minecraft:windswept_forest,-80,-1484,76,true
minecraft:windswept_forest,-84,-1480,96,true
minecraft:windswept_forest,-88,-1476,100,true
minecraft:windswept_forest,-92,-1472,104,true
minecraft:windswept_forest,-96,-1468,100,true
minecraft:windswept_forest,-80,-1480,96,true
minecraft:windswept_forest,-84,-1476,96,true
minecraft:windswept_forest,-88,-1472,100,true
minecraft:windswept_forest,-92,-1468,104,true
minecraft:windswept_forest,-80,-1476,96,true
minecraft:windswept_forest,-84,-1472,100,true
minecraft:windswept_forest,-88,-1468,100,true
minecraft:windswept_forest,-80,-1472,96,true
minecraft:windswept_forest,-88,-1464,72,true
minecraft:taiga,-128,-1504,88,true
minecraft:forest,-1852,-1492,60,true
minecraft:forest,-1852,-1488,60,true
minecraft:forest,372,-1484,60,true
minecraft:forest,-1812,-1480,64,true
minecraft:forest,-1808,-1480,64,true
minecraft:forest,-1804,-1480,60,true
minecraft:forest,-1808,-1476,64,true
minecraft:forest,-1804,-1476,60,true
minecraft:forest,-1800,-1476,60,true
minecraft:forest,-1796,-1476,60,true
minecraft:forest,-1800,-1472,60,true
minecraft:forest,-1796,-1472,60,true
minecraft:snowy_taiga,1660,-1480,60,true
minecraft:snowy_taiga,1412,-1476,60,true
minecraft:snowy_taiga,1416,-1476,60,true
minecraft:forest,-1792,-1468,60,true
minecraft:grove,1332,-1468,72,true
minecraft:forest,-1788,-1464,60,true
minecraft:forest,-1784,-1464,68,true
minecraft:forest,-1784,-1460,68,true
minecraft:forest,-1784,-1456,60,true
minecraft:forest,-1784,-1452,60,true
minecraft:grove,1328,-1464,72,true
minecraft:taiga,428,-1460,64,true
minecraft:taiga,432,-1460,64,true
minecraft:taiga,428,-1456,64,true
minecraft:taiga,432,-1456,64,true
minecraft:taiga,-288,-1448,68,true
minecraft:taiga,-288,-1444,68,true
minecraft:taiga,-284,-1444,68,true
minecraft:taiga,12,-1448,60,true
minecraft:forest,264,-1448,64,true
minecraft:plains,-1448,-1436,60,true
minecraft:taiga,632,-1420,60,true
minecraft:taiga,1276,-1408,60,true
minecraft:taiga,1276,-1404,60,true
minecraft:taiga,1272,-1404,60,true
minecraft:taiga,1268,-1396,60,true
minecraft:old_growth_pine_taiga,-172,-1380,60,true
minecraft:old_growth_pine_taiga,-168,-1380,60,true
minecraft:old_growth_pine_taiga,-172,-1376,60,true
minecraft:old_growth_pine_taiga,-164,-1380,60,true
minecraft:old_growth_pine_taiga,-168,-1376,60,true
minecraft:old_growth_pine_taiga,-172,-1372,60,true
minecraft:old_growth_pine_taiga,-164,-1376,60,true
minecraft:old_growth_pine_taiga,-168,-1372,60,true
minecraft:old_growth_pine_taiga,-176,-1372,60,true
minecraft:old_growth_pine_taiga,-172,-1368,60,true
minecraft:old_growth_pine_taiga,-164,-1372,60,true
minecraft:old_growth_pine_taiga,-168,-1368,60,true
minecraft:old_growth_pine_taiga,-176,-1368,60,true
minecraft:old_growth_pine_taiga,-172,-1364,60,true
minecraft:old_growth_pine_taiga,-164,-1368,60,true
minecraft:old_growth_pine_taiga,-168,-1364,60,true
minecraft:old_growth_pine_taiga,-176,-1364,60,true
minecraft:old_growth_pine_taiga,-160,-1368,60,true
minecraft:old_growth_pine_taiga,-164,-1364,60,true
minecraft:old_growth_pine_taiga,-180,-1364,60,true
minecraft:old_growth_pine_taiga,-156,-1368,60,true
minecraft:old_growth_pine_taiga,-160,-1364,60,true
minecraft:old_growth_pine_taiga,-152,-1368,60,true
minecraft:old_growth_pine_taiga,-156,-1364,60,true
minecraft:old_growth_pine_taiga,-148,-1368,60,true
minecraft:old_growth_pine_taiga,-152,-1364,60,true
minecraft:taiga,1276,-1360,60,true
minecraft:taiga,1276,-1356,60,true
minecraft:taiga,1276,-1352,60,true
minecraft:taiga,1280,-1352,60,true
minecraft:taiga,1280,-1348,60,true
minecraft:taiga,1280,-1344,60,true
minecraft:plains,-1340,-1340,60,true
minecraft:taiga,1276,-1340,60,true
minecraft:taiga,1276,-1336,60,true
minecraft:taiga,1272,-1336,60,true
minecraft:taiga,1272,-1332,60,true
minecraft:taiga,1272,-1328,60,true
minecraft:forest,-1708,-1296,64,true
minecraft:forest,-1704,-1296,64,true
minecraft:windswept_forest,320,-1292,72,true
minecraft:forest,-1332,-1288,60,true
minecraft:forest,-812,-1276,64,true
minecraft:forest,-1356,-1200,72,true
minecraft:forest,-1352,-1200,72,true
minecraft:forest,-1348,-1200,72,true
minecraft:forest,-1340,-1200,68,true
minecraft:forest,-1320,-1192,64,true
minecraft:forest,-1320,-1188,64,true
minecraft:forest,1284,-1160,68,true
minecraft:forest,1288,-1160,64,true
minecraft:forest,1284,-1156,64,true
minecraft:forest,1288,-1156,68,true
minecraft:forest,1280,-1156,68,true
minecraft:forest,1284,-1152,68,true
minecraft:forest,1276,-1156,68,true
minecraft:forest,1280,-1152,68,true
minecraft:forest,1284,-1148,68,true
minecraft:forest,1272,-1156,64,true
minecraft:forest,1276,-1152,68,true
minecraft:forest,1280,-1148,68,true
minecraft:forest,1284,-1144,68,true
minecraft:forest,1276,-1148,68,true
minecraft:forest,1280,-1144,68,true
minecraft:forest,1276,-1144,68,true
minecraft:forest,1280,-1140,68,true
minecraft:forest,1276,-1140,68,true
minecraft:forest,1280,-1136,64,true
minecraft:forest,1276,-1136,68,true
minecraft:forest,1284,-1136,68,true
minecraft:forest,1280,-1132,64,true
minecraft:forest,1276,-1132,64,true
minecraft:forest,1276,-1128,64,true
minecraft:forest,1276,-1124,64,true
minecraft:forest,1272,-1124,64,true
minecraft:forest,1276,-1120,64,true
minecraft:forest,1276,-1116,64,true
minecraft:taiga,1164,-1144,64,true
minecraft:forest,264,-1140,72,true
minecraft:forest,264,-1136,72,true
minecraft:forest,260,-1136,76,true
minecraft:forest,264,-1132,76,true
minecraft:forest,260,-1132,76,true
minecraft:taiga,1168,-1140,60,true
minecraft:taiga,-1060,-1116,60,true
minecraft:taiga,-1056,-1112,60,true
minecraft:taiga,1148,-1112,64,true
minecraft:forest,1280,-1112,64,true
minecraft:forest,1284,-1112,64,true
minecraft:forest,1284,-1108,64,true
minecraft:forest,-1052,-1108,60,true
minecraft:forest,-676,-1108,76,true
minecraft:taiga,1140,-1108,60,true
minecraft:taiga,1144,-1108,64,true
minecraft:forest,1148,-1108,64,true
minecraft:forest,-680,-1104,76,true
minecraft:forest,1116,-1104,64,true
minecraft:forest,1116,-1100,64,true
minecraft:forest,1112,-1100,64,true
minecraft:forest,1120,-1100,64,true
minecraft:forest,1116,-1096,64,true
minecraft:forest,1108,-1100,64,true
minecraft:forest,1112,-1096,64,true
minecraft:forest,1124,-1100,64,true
minecraft:forest,1120,-1096,64,true
minecraft:forest,1116,-1092,64,true
minecraft:forest,1108,-1096,64,true
minecraft:forest,1112,-1092,64,true
minecraft:forest,1128,-1100,64,true
minecraft:forest,1124,-1096,64,true
minecraft:forest,1120,-1092,64,true
minecraft:forest,1116,-1088,64,true
minecraft:forest,1104,-1096,64,true
minecraft:forest,1108,-1092,64,true
minecraft:forest,1112,-1088,64,true
minecraft:forest,1128,-1096,64,true
minecraft:forest,1124,-1092,64,true
minecraft:forest,1120,-1088,64,true
minecraft:forest,1116,-1084,64,true
minecraft:forest,1104,-1092,64,true
minecraft:forest,1108,-1088,64,true
minecraft:forest,1112,-1084,64,true
minecraft:forest,1128,-1092,64,true
minecraft:forest,1124,-1088,64,true
minecraft:forest,1120,-1084,64,true
minecraft:forest,1116,-1080,64,true
minecraft:forest,1104,-1088,64,true
minecraft:forest,1108,-1084,64,true
minecraft:forest,1112,-1080,64,true
minecraft:forest,1128,-1088,64,true
minecraft:forest,1124,-1084,64,true
minecraft:forest,1120,-1080,64,true
minecraft:forest,1104,-1084,64,true
minecraft:forest,1108,-1080,64,true
minecraft:forest,1128,-1084,64,true
minecraft:forest,1124,-1080,64,true
minecraft:forest,1100,-1084,64,true
minecraft:forest,1104,-1080,64,true
minecraft:forest,1108,-1076,64,true
minecraft:forest,1128,-1080,64,true
minecraft:forest,1124,-1076,64,true
minecraft:forest,1100,-1080,64,true
minecraft:forest,1104,-1076,64,true
minecraft:forest,1100,-1076,64,true
minecraft:taiga,1120,-1104,64,true
minecraft:taiga,1124,-1104,64,true
minecraft:taiga,1128,-1104,64,true
minecraft:forest,1132,-1104,64,true
minecraft:forest,1136,-1104,64,true
minecraft:forest,1140,-1104,64,true
minecraft:plains,-716,-1100,64,true
minecraft:forest,-692,-1096,56,true
minecraft:forest,-688,-1096,56,true
minecraft:swamp,432,-1084,64,true
minecraft:swamp,436,-1084,64,true
minecraft:swamp,432,-1080,64,true
minecraft:swamp,440,-1084,64,true
minecraft:swamp,436,-1080,64,true
minecraft:swamp,432,-1076,64,true
minecraft:swamp,440,-1080,64,true
minecraft:swamp,436,-1076,60,true
minecraft:swamp,432,-1072,60,true
minecraft:swamp,444,-1080,64,true
minecraft:swamp,440,-1076,60,true
minecraft:swamp,436,-1072,60,true
minecraft:swamp,428,-1072,64,true
minecraft:swamp,432,-1068,60,true
minecraft:swamp,448,-1080,60,true
minecraft:swamp,444,-1076,60,true
minecraft:swamp,440,-1072,60,true
minecraft:swamp,436,-1068,60,true
minecraft:swamp,428,-1068,60,true
minecraft:swamp,448,-1076,60,true
minecraft:swamp,444,-1072,60,true
minecraft:swamp,440,-1068,60,true
minecraft:swamp,436,-1064,60,true
minecraft:swamp,428,-1064,60,true
minecraft:swamp,444,-1068,60,true
minecraft:swamp,440,-1064,60,true
minecraft:swamp,436,-1060,60,true
minecraft:swamp,424,-1064,60,true
minecraft:swamp,440,-1060,60,true
minecraft:swamp,432,-1060,60,true
minecraft:swamp,436,-1056,60,true
minecraft:swamp,440,-1056,60,true
minecraft:swamp,432,-1056,60,true
minecraft:swamp,436,-1052,60,true
minecraft:swamp,440,-1052,60,true
minecraft:swamp,432,-1052,60,true
minecraft:swamp,456,-1084,60,true
minecraft:swamp,460,-1084,60,true
minecraft:swamp,464,-1084,60,true
minecraft:taiga,-1984,-1080,60,true
minecraft:forest,612,-1072,60,true
minecraft:forest,612,-1068,60,true
minecraft:forest,616,-1068,60,true
minecraft:forest,612,-1064,60,true
minecraft:forest,616,-1064,60,true
minecraft:forest,608,-1064,60,true
minecraft:forest,612,-1060,60,true
minecraft:forest,620,-1064,60,true
minecraft:forest,616,-1060,60,true
minecraft:forest,604,-1064,60,true
minecraft:forest,608,-1060,60,true
minecraft:forest,612,-1056,60,true
minecraft:forest,620,-1060,60,true
minecraft:forest,616,-1056,60,true
minecraft:forest,600,-1064,60,true
minecraft:forest,604,-1060,60,true
minecraft:forest,608,-1056,60,true
minecraft:forest,612,-1052,60,true
minecraft:forest,600,-1060,60,true
minecraft:forest,604,-1056,60,true
minecraft:forest,608,-1052,60,true
minecraft:forest,596,-1060,60,true
minecraft:forest,600,-1056,60,true
minecraft:forest,604,-1052,60,true
minecraft:forest,608,-1048,60,true
minecraft:forest,596,-1056,60,true
minecraft:forest,600,-1052,60,true
minecraft:forest,604,-1048,60,true
minecraft:forest,608,-1044,60,true
minecraft:forest,592,-1056,60,true
minecraft:forest,596,-1052,60,true
minecraft:forest,600,-1048,60,true
minecraft:forest,588,-1056,60,true
minecraft:forest,592,-1052,60,true
minecraft:forest,596,-1048,60,true
minecraft:forest,588,-1052,60,true
minecraft:forest,592,-1048,60,true
